date,temperature_2m_max,temperature_2m_min,soil_temperature_100_to_255cm_max,soil_temperature_100_to_255cm_min,soil_moisture_100_to_255cm_max,soil_moisture_100_to_255cm_min,precipitation_max,precipitation_min,water_leakage
2018-07-15 00:00:00+00:00,25.6,13.45,13.2,12.65,0.079,0.078,0.4,0.0,8986.51
2018-07-22 00:00:00+00:00,28.0,15.25,13.75,13.2,0.079,0.079,0.2,0.0,9549.65
2018-07-29 00:00:00+00:00,31.1,16.95,14.3,13.75,0.079,0.079,1.9,0.0,9065.67
2018-08-05 00:00:00+00:00,27.3,14.0,14.85,14.3,0.079,0.079,3.2,0.0,9229.57
2018-08-12 00:00:00+00:00,30.35,9.7,15.3,14.85,0.079,0.079,4.5,0.0,8709.68
2018-08-19 00:00:00+00:00,23.8,11.25,15.65,15.3,0.079,0.079,4.3,0.0,8885.49
2018-08-26 00:00:00+00:00,24.6,9.35,15.9,15.65,0.079,0.079,3.1,0.0,8443.73
2018-09-02 00:00:00+00:00,20.75,11.5,16.1,15.9,0.079,0.079,1.0,0.0,8061.72
2018-09-09 00:00:00+00:00,22.1,9.6,16.2,16.1,0.079,0.079,0.9,0.0,8224.67
2018-09-16 00:00:00+00:00,22.0,8.95,16.25,16.2,0.079,0.079,0.3,0.0,8246.24
2018-09-23 00:00:00+00:00,23.35,7.85,16.3,16.25,0.079,0.079,3.6,0.0,7777.52
2018-09-30 00:00:00+00:00,21.05,3.65,16.3,16.25,0.079,0.079,0.2,0.0,7795.13
2018-10-07 00:00:00+00:00,20.65,7.1,16.25,16.15,0.079,0.079,1.8,0.0,7630.93
2018-10-14 00:00:00+00:00,23.1,7.95,16.15,16.05,0.079,0.079,0.9,0.0,7511.54
2018-10-21 00:00:00+00:00,20.55,5.75,16.05,15.95,0.079,0.079,0.7,0.0,7357.83
2018-10-28 00:00:00+00:00,17.85,3.35,15.95,15.8,0.079,0.079,2.9,0.0,7338.02
2018-11-04 00:00:00+00:00,12.9,2.1,15.8,15.5,0.079,0.079,1.6,0.0,7690.41
2018-11-11 00:00:00+00:00,16.0,6.55,15.5,15.2,0.079,0.079,2.1,0.0,7462.25
2018-11-18 00:00:00+00:00,13.85,7.7,15.2,14.9,0.079,0.079,0.0,0.0,7264.82
2018-11-25 00:00:00+00:00,9.5,0.5,14.9,14.55,0.079,0.079,1.2,0.0,7602.4
2018-12-02 00:00:00+00:00,14.4,2.1,14.55,14.15,0.079,0.079,2.1,0.0,7588.7
2018-12-09 00:00:00+00:00,12.9,2.9,14.15,13.8,0.079,0.079,1.6,0.0,7566.05
2018-12-16 00:00:00+00:00,8.75,1.0,13.8,13.4,0.079,0.079,3.6,0.0,7757.59
2018-12-23 00:00:00+00:00,12.95,3.9,13.4,13.0,0.08,0.079,1.9,0.0,7539.75
2018-12-30 00:00:00+00:00,11.55,1.05,13.0,12.55,0.08,0.08,0.2,0.0,7341.02
2019-01-06 00:00:00+00:00,10.5,-1.95,12.55,12.15,0.081,0.08,0.1,0.0,6389.5
2019-01-13 00:00:00+00:00,10.9,1.35,12.15,11.7,0.082,0.081,0.4,0.0,6323.21
2019-01-20 00:00:00+00:00,8.75,-1.75,11.7,11.25,0.083,0.082,1.0,0.0,6453.54
2019-01-27 00:00:00+00:00,10.0,-3.65,11.25,10.75,0.084,0.083,2.5,0.0,6831.05
2019-02-03 00:00:00+00:00,5.5,-4.15,10.75,10.25,0.084,0.084,1.5,0.0,7063.11
2019-02-10 00:00:00+00:00,11.35,2.8,10.25,9.85,0.085,0.084,2.3,0.0,6818.79
2019-02-17 00:00:00+00:00,12.95,0.4,9.85,9.55,0.087,0.085,0.0,0.0,6620.39
2019-02-24 00:00:00+00:00,13.25,2.7,9.55,9.3,0.088,0.087,0.6,0.0,6280.53
2019-03-03 00:00:00+00:00,16.4,1.5,9.3,9.2,0.089,0.088,0.6,0.0,6084.39
2019-03-10 00:00:00+00:00,12.9,3.7,9.2,9.1,0.091,0.089,2.9,0.0,6107.17
2019-03-17 00:00:00+00:00,13.95,3.4,9.1,9.05,0.092,0.091,3.3,0.0,5903.79
2019-03-24 00:00:00+00:00,13.45,2.15,9.05,9.0,0.094,0.092,0.7,0.0,5903.3
2019-03-31 00:00:00+00:00,14.65,1.2,9.0,9.0,0.095,0.094,0.4,0.0,6484.34
2019-04-07 00:00:00+00:00,14.3,0.3,9.0,9.0,0.096,0.095,1.3,0.0,5337.11
2019-04-14 00:00:00+00:00,14.95,3.0,9.0,9.0,0.097,0.096,0.5,0.0,5429.58
2019-04-21 00:00:00+00:00,17.9,3.85,9.05,9.0,0.098,0.097,0.2,0.0,5656.35
2019-04-28 00:00:00+00:00,18.15,7.15,9.2,9.05,0.099,0.098,1.2,0.0,5553.16
2019-05-05 00:00:00+00:00,15.85,4.0,9.4,9.2,0.099,0.099,1.0,0.0,5814.56
2019-05-12 00:00:00+00:00,15.3,5.55,9.55,9.4,0.099,0.099,3.9,0.0,6081.44
2019-05-19 00:00:00+00:00,15.85,7.25,9.75,9.55,0.1,0.099,0.4,0.0,6814.96
2019-05-26 00:00:00+00:00,22.8,8.8,10.0,9.75,0.1,0.1,0.7,0.0,6726.03
2019-06-02 00:00:00+00:00,26.0,9.6,10.4,10.0,0.1,0.1,2.3,0.0,6709.82
2019-06-09 00:00:00+00:00,18.95,10.0,10.8,10.4,0.1,0.1,2.5,0.0,6036.56
2019-06-16 00:00:00+00:00,18.95,9.55,11.15,10.8,0.1,0.1,1.6,0.0,6622.82
2019-06-23 00:00:00+00:00,20.6,11.1,11.5,11.15,0.1,0.1,4.6,0.0,6410.42
2019-06-30 00:00:00+00:00,25.8,14.0,11.9,11.5,0.1,0.1,13.1,0.0,7426.06
2019-07-07 00:00:00+00:00,24.75,11.35,12.35,11.9,0.1,0.1,1.0,0.0,7546.35
2019-07-14 00:00:00+00:00,25.45,12.6,12.8,12.35,0.103,0.1,0.9,0.0,7292.87
2019-07-21 00:00:00+00:00,24.45,12.0,13.25,12.8,0.1,0.1,3.9,0.0,7709.74
2019-07-28 00:00:00+00:00,32.75,15.15,13.75,13.25,0.1,0.1,6.7,0.0,7469.05
2019-08-04 00:00:00+00:00,24.45,13.9,14.2,13.75,0.1,0.1,0.4,0.0,7227.01
2019-08-11 00:00:00+00:00,24.4,14.25,14.6,14.2,0.1,0.1,2.6,0.0,6660.49
2019-08-18 00:00:00+00:00,21.75,11.65,14.9,14.6,0.1,0.1,4.3,0.0,6981.66
2019-08-25 00:00:00+00:00,27.5,11.3,15.1,14.9,0.1,0.1,2.5,0.0,7858.03
2019-09-01 00:00:00+00:00,27.8,12.4,15.35,15.1,0.1,0.1,0.5,0.0,7338.61
2019-09-08 00:00:00+00:00,21.55,9.4,15.6,15.35,0.1,0.1,2.5,0.0,6496.89
2019-09-15 00:00:00+00:00,25.1,9.05,15.75,15.6,0.1,0.1,1.5,0.0,7348.0
2019-09-22 00:00:00+00:00,24.0,8.8,15.85,15.75,0.1,0.1,1.8,0.0,6355.69
2019-09-29 00:00:00+00:00,20.15,12.45,15.9,15.85,0.1,0.1,4.2,0.0,6371.23
2019-10-06 00:00:00+00:00,18.65,3.9,15.95,15.9,0.1,0.1,5.3,0.0,6041.86
2019-10-13 00:00:00+00:00,17.75,9.0,15.9,15.8,0.1,0.1,3.3,0.0,6046.78
2019-10-20 00:00:00+00:00,16.85,4.55,15.8,15.6,0.1,0.1,4.3,0.0,6061.28
2019-10-27 00:00:00+00:00,17.4,4.95,15.6,15.35,0.101,0.1,2.5,0.0,6086.54
2019-11-03 00:00:00+00:00,15.5,2.45,15.35,15.05,0.101,0.101,1.7,0.0,6097.79
2019-11-10 00:00:00+00:00,12.6,1.0,15.05,14.7,0.102,0.101,1.7,0.0,6226.32
2019-11-17 00:00:00+00:00,9.0,3.45,14.7,14.2,0.103,0.102,2.0,0.0,7062.34
2019-11-24 00:00:00+00:00,11.9,-1.6,14.2,13.65,0.105,0.103,0.5,0.0,7166.35
2019-12-01 00:00:00+00:00,12.75,-0.3,13.65,13.2,0.107,0.105,3.4,0.0,7411.37
2019-12-08 00:00:00+00:00,12.3,0.2,13.2,12.65,0.109,0.107,1.3,0.0,8064.44
2019-12-15 00:00:00+00:00,10.95,1.0,12.65,12.15,0.112,0.109,3.6,0.0,8027.37
2019-12-22 00:00:00+00:00,12.75,3.65,12.15,11.7,0.116,0.112,2.8,0.0,7769.14
2019-12-29 00:00:00+00:00,11.2,1.25,11.7,11.35,0.123,0.116,1.7,0.0,8874.81
2020-01-05 00:00:00+00:00,10.7,2.2,11.3,10.95,0.128,0.123,0.6,0.0,7098.67
2020-01-12 00:00:00+00:00,13.4,4.45,10.95,10.6,0.134,0.128,1.0,0.0,7060.4
2020-01-19 00:00:00+00:00,13.0,-1.3,10.6,10.4,0.139,0.134,2.3,0.0,6919.39
2020-01-26 00:00:00+00:00,10.1,-2.05,10.4,10.0,0.144,0.139,1.3,0.0,6863.16
2020-02-02 00:00:00+00:00,12.7,2.8,10.0,9.65,0.148,0.144,1.9,0.0,6816.45
2020-02-09 00:00:00+00:00,12.5,0.95,9.65,9.45,0.152,0.148,1.9,0.0,6715.87
2020-02-16 00:00:00+00:00,12.8,0.9,9.45,9.2,0.156,0.152,2.6,0.0,6925.72
2020-02-23 00:00:00+00:00,14.45,2.6,9.2,9.05,0.162,0.156,2.5,0.0,6969.1
2020-03-01 00:00:00+00:00,11.1,0.85,9.05,8.85,0.168,0.162,1.6,0.0,6820.08
2020-03-08 00:00:00+00:00,12.25,1.2,8.85,8.65,0.173,0.168,2.4,0.0,7458.12
2020-03-15 00:00:00+00:00,14.3,4.55,8.65,8.55,0.178,0.173,1.5,0.0,7433.17
2020-03-22 00:00:00+00:00,13.65,3.05,8.55,8.5,0.183,0.178,0.1,0.0,6870.09
2020-03-29 00:00:00+00:00,11.25,2.0,8.5,8.45,0.187,0.183,0.2,0.0,5635.4
2020-04-05 00:00:00+00:00,17.7,0.05,8.45,8.35,0.189,0.187,0.3,0.0,5066.55
2020-04-12 00:00:00+00:00,22.0,6.95,8.45,8.35,0.19,0.189,0.2,0.0,5274.65
2020-04-19 00:00:00+00:00,14.05,3.3,8.65,8.45,0.191,0.19,1.2,0.0,5151.72
2020-04-26 00:00:00+00:00,15.75,3.8,8.9,8.65,0.191,0.191,0.0,0.0,4831.65
2020-05-03 00:00:00+00:00,17.45,6.15,9.1,8.9,0.191,0.191,3.2,0.0,5271.9
2020-05-10 00:00:00+00:00,19.5,6.7,9.35,9.1,0.191,0.191,0.2,0.0,5428.64
2020-05-17 00:00:00+00:00,20.2,3.25,9.6,9.35,0.191,0.191,0.1,0.0,6002.68
2020-05-24 00:00:00+00:00,25.1,10.35,10.0,9.6,0.191,0.191,0.2,0.0,6177.5
2020-05-31 00:00:00+00:00,22.6,10.9,10.55,10.0,0.191,0.191,0.0,0.0,6227.72
2020-06-07 00:00:00+00:00,22.9,7.7,11.05,10.55,0.191,0.19,1.0,0.0,5447.05
2020-06-14 00:00:00+00:00,22.45,7.8,11.45,11.1,0.19,0.19,1.1,0.0,5677.36
2020-06-21 00:00:00+00:00,21.85,12.15,11.9,11.45,0.19,0.19,3.1,0.0,6101.7
2020-06-28 00:00:00+00:00,28.2,10.75,12.35,11.9,0.19,0.19,0.8,0.0,5778.61
2020-07-05 00:00:00+00:00,21.8,12.6,12.8,12.35,0.191,0.19,1.1,0.0,5774.75
2020-07-12 00:00:00+00:00,20.5,10.3,13.25,12.8,0.191,0.19,2.8,0.0,5807.85
2020-07-19 00:00:00+00:00,25.15,12.2,13.6,13.25,0.19,0.19,0.8,0.0,6332.78
2020-07-26 00:00:00+00:00,24.15,11.45,14.0,13.6,0.19,0.19,3.3,0.0,6690.07
2020-08-02 00:00:00+00:00,31.95,10.75,14.4,14.0,0.19,0.19,0.5,0.0,6765.55
2020-08-09 00:00:00+00:00,33.0,12.7,14.8,14.4,0.19,0.19,0.3,0.0,6825.43
2020-08-16 00:00:00+00:00,27.5,17.55,15.35,14.85,0.19,0.189,8.2,0.0,6256.75
2020-08-23 00:00:00+00:00,25.1,14.85,15.8,15.4,0.189,0.189,3.5,0.0,5836.2
2020-08-30 00:00:00+00:00,22.05,11.75,16.1,15.8,0.189,0.189,3.6,0.0,5496.28
2020-09-06 00:00:00+00:00,23.0,9.3,16.25,16.1,0.189,0.189,0.8,0.0,5508.01
2020-09-13 00:00:00+00:00,24.1,10.1,16.3,16.25,0.189,0.189,0.0,0.0,5747.22
2020-09-20 00:00:00+00:00,26.3,12.85,16.4,16.3,0.189,0.189,0.0,0.0,5762.64
2020-09-27 00:00:00+00:00,23.95,7.85,16.5,16.4,0.189,0.189,2.6,0.0,6123.97
2020-10-04 00:00:00+00:00,18.4,9.25,16.5,16.45,0.189,0.189,3.7,0.0,5818.52
2020-10-11 00:00:00+00:00,17.55,5.95,16.45,16.25,0.189,0.189,3.5,0.0,5285.18
2020-10-18 00:00:00+00:00,13.85,6.95,16.25,15.95,0.189,0.189,1.6,0.0,5117.91
2020-10-25 00:00:00+00:00,17.85,8.9,15.95,15.65,0.189,0.189,5.5,0.0,5020.03
2020-11-01 00:00:00+00:00,17.2,7.15,15.65,15.35,0.189,0.189,3.2,0.0,5022.07
2020-11-08 00:00:00+00:00,17.35,1.55,15.3,15.0,0.189,0.189,1.4,0.0,5012.66
2020-11-15 00:00:00+00:00,16.5,7.75,15.0,14.65,0.189,0.189,3.7,0.0,5013.7
2020-11-22 00:00:00+00:00,15.25,2.65,14.65,14.35,0.189,0.189,0.9,0.0,5304.97
2020-11-29 00:00:00+00:00,13.2,2.1,14.3,13.9,0.189,0.189,0.0,0.0,5430.53
2020-12-06 00:00:00+00:00,9.75,0.15,13.9,13.45,0.19,0.189,3.3,0.0,5915.12
2020-12-13 00:00:00+00:00,11.6,0.25,13.45,12.8,0.191,0.19,2.8,0.0,6061.63
2020-12-20 00:00:00+00:00,12.25,6.3,12.8,12.3,0.192,0.191,0.9,0.0,6198.17
2020-12-27 00:00:00+00:00,13.55,0.45,12.3,11.95,0.195,0.192,2.4,0.0,6153.0
2021-01-03 00:00:00+00:00,5.4,-2.25,11.9,11.35,0.198,0.195,1.2,0.0,7509.55
2021-01-10 00:00:00+00:00,5.35,-2.1,11.35,10.7,0.202,0.198,0.8,0.0,7528.36
2021-01-17 00:00:00+00:00,8.7,-0.1,10.7,10.0,0.208,0.202,3.1,0.0,7936.37
2021-01-24 00:00:00+00:00,11.25,-3.0,10.0,9.5,0.215,0.208,1.1,0.0,7405.36
2021-01-31 00:00:00+00:00,12.1,-1.5,9.5,9.05,0.224,0.215,3.5,0.0,8236.29
2021-02-07 00:00:00+00:00,12.15,-0.85,9.05,8.75,0.235,0.224,1.2,0.0,8222.16
2021-02-14 00:00:00+00:00,3.65,-3.0,8.75,8.35,0.243,0.235,0.6,0.0,8560.0
2021-02-21 00:00:00+00:00,14.1,3.75,8.35,8.05,0.251,0.243,0.9,0.0,7269.46
2021-02-28 00:00:00+00:00,14.9,0.45,8.05,8.0,0.256,0.251,0.5,0.0,7289.92
2021-03-07 00:00:00+00:00,9.15,-0.45,8.0,7.9,0.259,0.256,0.6,0.0,7234.43
2021-03-14 00:00:00+00:00,11.55,-1.8,7.9,7.75,0.262,0.259,1.4,0.0,6755.78
2021-03-21 00:00:00+00:00,12.2,1.35,7.75,7.7,0.263,0.262,0.9,0.0,6637.12
2021-03-28 00:00:00+00:00,12.8,2.6,7.7,7.65,0.264,0.263,1.1,0.0,6650.63
2021-04-04 00:00:00+00:00,20.95,3.45,7.75,7.65,0.264,0.264,0.1,0.0,5916.68
2021-04-11 00:00:00+00:00,12.3,-0.95,7.75,7.75,0.265,0.264,0.9,0.0,5769.3
2021-04-18 00:00:00+00:00,11.7,-0.9,7.75,7.7,0.265,0.265,0.3,0.0,5986.05
2021-04-25 00:00:00+00:00,11.9,1.8,7.75,7.7,0.265,0.265,0.0,0.0,6540.7
2021-05-02 00:00:00+00:00,11.6,1.7,7.85,7.75,0.265,0.264,0.3,0.0,5834.16
2021-05-09 00:00:00+00:00,18.35,2.65,8.0,7.85,0.264,0.264,2.0,0.0,5168.57
2021-05-16 00:00:00+00:00,16.15,7.3,8.25,8.0,0.266,0.264,2.0,0.0,5283.35
2021-05-23 00:00:00+00:00,16.1,6.7,8.55,8.25,0.265,0.265,2.3,0.0,5056.5
2021-05-30 00:00:00+00:00,16.9,6.75,8.85,8.55,0.265,0.265,1.3,0.0,5558.39
2021-06-06 00:00:00+00:00,24.55,10.65,9.25,8.85,0.265,0.264,3.8,0.0,5681.05
2021-06-13 00:00:00+00:00,24.25,12.0,9.85,9.3,0.264,0.263,0.2,0.0,6481.91
2021-06-20 00:00:00+00:00,27.35,12.4,10.6,9.9,0.263,0.263,4.7,0.0,5710.55
2021-06-27 00:00:00+00:00,19.95,8.85,11.1,10.6,0.263,0.262,4.2,0.0,5853.73
2021-07-04 00:00:00+00:00,21.15,9.9,11.6,11.15,0.262,0.262,5.9,0.0,6724.55
2021-07-11 00:00:00+00:00,21.5,12.65,12.05,11.6,0.262,0.262,2.1,0.0,6795.4
2021-07-18 00:00:00+00:00,26.3,12.2,12.55,12.05,0.262,0.261,2.2,0.0,7335.7
2021-07-25 00:00:00+00:00,23.95,15.55,13.1,12.55,0.261,0.261,1.2,0.0,6790.22
2021-08-01 00:00:00+00:00,22.15,13.4,13.65,13.1,0.261,0.261,1.8,0.0,6550.77
2021-08-08 00:00:00+00:00,21.2,12.3,14.05,13.65,0.261,0.26,3.2,0.0,6459.1
2021-08-15 00:00:00+00:00,23.45,13.65,14.4,14.05,0.26,0.26,2.8,0.0,7011.47
2021-08-22 00:00:00+00:00,22.4,11.4,14.7,14.4,0.26,0.259,3.4,0.0,8417.16
2021-08-29 00:00:00+00:00,19.9,11.65,14.95,14.7,0.259,0.259,0.5,0.0,8376.62
2021-09-05 00:00:00+00:00,20.25,13.7,15.15,14.95,0.259,0.259,0.4,0.0,8873.9
2021-09-12 00:00:00+00:00,24.1,12.2,15.4,15.15,0.259,0.258,0.6,0.0,8629.61
2021-09-19 00:00:00+00:00,22.75,11.85,15.65,15.4,0.258,0.258,2.9,0.0,8377.5
2021-09-26 00:00:00+00:00,22.35,9.45,15.85,15.65,0.258,0.257,0.5,0.0,7809.86
2021-10-03 00:00:00+00:00,17.7,8.2,15.9,15.85,0.257,0.257,4.1,0.0,8039.2
2021-10-10 00:00:00+00:00,18.7,9.15,15.9,15.8,0.257,0.257,9.9,0.0,8274.22
2021-10-17 00:00:00+00:00,16.5,6.3,15.8,15.6,0.257,0.257,1.4,0.0,8218.06
2021-10-24 00:00:00+00:00,20.3,5.05,15.6,15.4,0.257,0.256,9.1,0.0,7701.53
2021-10-31 00:00:00+00:00,16.9,9.0,15.4,15.15,0.256,0.256,2.3,0.0,7621.98
2021-11-07 00:00:00+00:00,12.7,2.4,15.15,14.75,0.256,0.256,2.1,0.0,6284.06
2021-11-14 00:00:00+00:00,14.95,4.4,14.75,14.35,0.257,0.256,0.9,0.0,6273.5
2021-11-21 00:00:00+00:00,12.85,4.75,14.35,14.0,0.257,0.257,0.2,0.0,6074.38
2021-11-28 00:00:00+00:00,10.1,-0.35,14.0,13.55,0.257,0.257,1.0,0.0,6314.27
2021-12-05 00:00:00+00:00,11.1,-0.55,13.55,12.9,0.257,0.257,1.6,0.0,6686.41
2021-12-12 00:00:00+00:00,13.1,-0.15,12.9,12.25,0.258,0.257,4.5,0.0,6232.57
2021-12-19 00:00:00+00:00,13.05,5.45,12.25,11.8,0.258,0.258,0.1,0.0,6204.07
2021-12-26 00:00:00+00:00,10.65,-1.2,11.8,11.35,0.259,0.258,2.4,0.0,5992.89
2022-01-02 00:00:00+00:00,14.75,4.8,11.35,11.05,0.262,0.259,2.6,0.0,6169.31
2022-01-09 00:00:00+00:00,10.2,-2.45,11.05,10.75,0.265,0.262,2.8,0.0,6146.17
2022-01-16 00:00:00+00:00,9.2,-1.0,10.75,10.3,0.269,0.265,1.8,0.0,6081.64
2022-01-23 00:00:00+00:00,8.75,-1.7,10.3,9.7,0.272,0.269,0.0,0.0,6048.61
2022-01-30 00:00:00+00:00,12.85,-0.4,9.7,9.2,0.275,0.272,0.4,0.0,6068.25
2022-02-06 00:00:00+00:00,13.05,1.85,9.2,8.85,0.277,0.275,2.6,0.0,5770.31
2022-02-13 00:00:00+00:00,12.35,0.9,8.85,8.65,0.279,0.277,1.0,0.0,6117.11
2022-02-20 00:00:00+00:00,14.9,2.8,8.65,8.5,0.281,0.279,2.3,0.0,6142.51
2022-02-27 00:00:00+00:00,13.8,1.15,8.5,8.35,0.283,0.281,2.3,0.0,6300.3
2022-03-06 00:00:00+00:00,12.15,3.65,8.35,8.2,0.285,0.283,1.0,0.0,6035.9
2022-03-13 00:00:00+00:00,13.75,2.05,8.2,8.1,0.288,0.285,1.7,0.0,5739.77
2022-03-20 00:00:00+00:00,13.05,2.1,8.1,8.1,0.289,0.288,1.7,0.0,6199.82
2022-03-27 00:00:00+00:00,15.5,1.6,8.15,8.1,0.291,0.289,0.0,0.0,5795.76
2022-04-03 00:00:00+00:00,11.65,0.0,8.2,8.15,0.292,0.291,0.7,0.0,4489.08
2022-04-10 00:00:00+00:00,14.75,2.1,8.2,8.2,0.292,0.292,3.1,0.0,4330.95
2022-04-17 00:00:00+00:00,18.45,6.5,8.35,8.2,0.292,0.292,0.3,0.0,3514.18
2022-04-24 00:00:00+00:00,15.5,5.15,8.6,8.35,0.292,0.292,0.2,0.0,3371.4
2022-05-01 00:00:00+00:00,15.85,4.2,8.85,8.6,0.292,0.292,1.1,0.0,3827.9
2022-05-08 00:00:00+00:00,22.0,6.55,9.15,8.85,0.292,0.291,1.0,0.0,4230.27
2022-05-15 00:00:00+00:00,20.85,6.1,9.5,9.15,0.291,0.291,1.9,0.0,4098.61
2022-05-22 00:00:00+00:00,21.5,9.25,10.0,9.5,0.291,0.29,4.9,0.0,4218.76
2022-05-29 00:00:00+00:00,20.55,7.2,10.45,10.0,0.29,0.29,1.0,0.0,4407.89
2022-06-05 00:00:00+00:00,17.75,5.3,10.8,10.45,0.29,0.289,5.8,0.0,4050.74
2022-06-12 00:00:00+00:00,21.45,11.0,11.2,10.8,0.289,0.288,3.9,0.0,3854.56
2022-06-19 00:00:00+00:00,30.25,11.1,11.7,11.2,0.288,0.287,4.4,0.0,4096.94
2022-06-26 00:00:00+00:00,23.0,9.95,12.2,11.7,0.287,0.286,0.4,0.0,4587.11
2022-07-03 00:00:00+00:00,21.9,10.75,12.7,12.2,0.286,0.285,2.9,0.0,4119.01
2022-07-10 00:00:00+00:00,27.05,10.75,13.15,12.7,0.285,0.284,0.1,0.0,3942.57
2022-07-17 00:00:00+00:00,28.8,13.5,13.75,13.15,0.284,0.283,0.8,0.0,4357.53
2022-07-24 00:00:00+00:00,34.55,15.15,14.45,13.75,0.283,0.281,1.5,0.0,3418.34
2022-07-31 00:00:00+00:00,26.35,13.85,15.05,14.45,0.281,0.28,1.7,0.0,3743.49
2022-08-07 00:00:00+00:00,28.35,11.85,15.6,15.05,0.28,0.279,0.9,0.0,3264.75
2022-08-14 00:00:00+00:00,29.2,13.9,16.1,15.6,0.279,0.277,0.0,0.0,3982.96
2022-08-21 00:00:00+00:00,28.7,13.85,16.6,16.1,0.277,0.276,0.6,0.0,3879.01
2022-08-28 00:00:00+00:00,26.65,14.0,17.0,16.6,0.276,0.275,3.4,0.0,4475.71
2022-09-04 00:00:00+00:00,23.9,14.95,17.25,17.0,0.275,0.274,0.3,0.0,4388.81
2022-09-11 00:00:00+00:00,23.35,13.45,17.45,17.25,0.274,0.273,4.8,0.0,4115.8
2022-09-18 00:00:00+00:00,24.65,8.1,17.55,17.45,0.273,0.273,1.9,0.0,4692.59
2022-09-25 00:00:00+00:00,18.85,9.05,17.55,17.45,0.273,0.272,0.2,0.0,4359.91
2022-10-02 00:00:00+00:00,18.8,5.5,17.45,17.3,0.272,0.271,1.5,0.0,5054.79
2022-10-09 00:00:00+00:00,19.9,5.9,17.3,17.05,0.271,0.271,0.6,0.0,5433.49
2022-10-16 00:00:00+00:00,17.1,4.65,17.05,16.8,0.271,0.27,3.1,0.0,5480.23
2022-10-23 00:00:00+00:00,18.25,6.65,16.85,16.7,0.27,0.269,4.4,0.0,4906.55
2022-10-30 00:00:00+00:00,21.2,10.6,16.7,16.55,0.269,0.268,2.4,0.0,4825.57
2022-11-06 00:00:00+00:00,16.55,5.75,16.55,16.35,0.268,0.268,6.5,0.0,4769.56
2022-11-13 00:00:00+00:00,15.65,7.95,16.35,16.0,0.268,0.268,2.0,0.0,5114.84
2022-11-20 00:00:00+00:00,14.55,4.65,16.0,15.65,0.268,0.268,4.6,0.0,4735.73
2022-11-27 00:00:00+00:00,12.7,2.35,15.65,15.1,0.268,0.268,2.2,0.0,5271.28
2022-12-04 00:00:00+00:00,10.75,4.1,15.1,14.5,0.268,0.268,0.3,0.0,4693.22
2022-12-11 00:00:00+00:00,9.0,-3.55,14.5,13.8,0.269,0.268,3.0,0.0,5648.51
2022-12-18 00:00:00+00:00,7.65,-7.05,13.8,12.8,0.269,0.269,2.0,0.0,6597.81
2022-12-25 00:00:00+00:00,13.25,2.9,12.8,12.0,0.271,0.269,1.5,0.0,5823.27
2023-01-01 00:00:00+00:00,13.4,2.95,12.0,11.5,0.273,0.271,2.8,0.0,5824.67
2023-01-08 00:00:00+00:00,13.3,1.1,11.5,11.2,0.277,0.273,1.2,0.0,5628.48
2023-01-15 00:00:00+00:00,12.4,2.15,11.2,10.95,0.281,0.277,1.9,0.0,5387.64
2023-01-22 00:00:00+00:00,6.45,-4.75,10.95,10.45,0.287,0.281,4.2,0.0,5700.27
2023-01-29 00:00:00+00:00,7.7,-4.0,10.45,9.75,0.292,0.287,0.9,0.0,5377.65
2023-02-05 00:00:00+00:00,12.5,1.5,9.75,9.3,0.295,0.292,0.1,0.0,5249.78
2023-02-12 00:00:00+00:00,10.65,-2.85,9.3,8.9,0.297,0.295,0.1,0.0,4885.19
2023-02-19 00:00:00+00:00,13.35,1.15,8.9,8.6,0.299,0.297,1.4,0.0,4211.77
2023-02-26 00:00:00+00:00,12.45,-0.6,8.6,8.45,0.301,0.299,0.7,0.0,4179.81
2023-03-05 00:00:00+00:00,7.3,2.1,8.45,8.25,0.302,0.301,0.6,0.0,3968.91
2023-03-12 00:00:00+00:00,12.8,-2.55,8.25,7.95,0.303,0.302,2.4,0.0,3449.14
2023-03-19 00:00:00+00:00,13.85,-1.6,7.95,7.8,0.304,0.303,1.2,0.0,2793.52
2023-03-26 00:00:00+00:00,14.0,3.5,7.9,7.8,0.305,0.304,1.6,0.0,3228.18
2023-04-02 00:00:00+00:00,14.55,1.4,7.95,7.9,0.307,0.305,2.5,0.0,2756.64
2023-04-09 00:00:00+00:00,13.5,1.7,8.05,7.95,0.308,0.307,2.9,0.0,2651.57
2023-04-16 00:00:00+00:00,14.3,4.6,8.15,8.05,0.31,0.308,2.6,0.0,3015.34
2023-04-23 00:00:00+00:00,13.6,3.75,8.3,8.15,0.311,0.31,1.6,0.0,3289.41
2023-04-30 00:00:00+00:00,16.35,2.4,8.45,8.3,0.312,0.311,4.3,0.0,3218.33
2023-05-07 00:00:00+00:00,19.2,7.4,8.65,8.45,0.313,0.312,3.0,0.0,3453.57
2023-05-14 00:00:00+00:00,18.15,8.15,9.05,8.65,0.313,0.313,4.7,0.0,3507.47
2023-05-21 00:00:00+00:00,17.4,5.15,9.45,9.05,0.313,0.313,0.6,0.0,3552.09
2023-05-28 00:00:00+00:00,19.4,7.4,9.8,9.45,0.313,0.312,0.1,0.0,3408.41
2023-06-04 00:00:00+00:00,18.05,9.6,10.2,9.8,0.312,0.311,0.1,0.0,2818.22
