date,temperature_2m_max,temperature_2m_min,soil_temperature_100_to_255cm_max,soil_temperature_100_to_255cm_min,soil_moisture_100_to_255cm_max,soil_moisture_100_to_255cm_min,precipitation_max,precipitation_min,water_leakage
2023-06-11 00:00:00+00:00,23.2,9.6,10.65,10.2,0.311,0.311,0.1,0.0,2970.45
2023-06-18 00:00:00+00:00,24.45,12.05,11.25,10.65,0.311,0.31,7.3,0.0,3269.39
2023-06-25 00:00:00+00:00,29.6,14.65,11.95,11.25,0.31,0.308,0.7,0.0,3523.99
2023-07-02 00:00:00+00:00,23.3,13.15,12.65,11.95,0.343,0.308,3.8,0.0,3444.81
2023-07-09 00:00:00+00:00,26.2,11.85,13.2,12.65,0.342,0.34,4.0,0.0,3432.12
2023-07-16 00:00:00+00:00,23.3,14.3,13.75,13.2,0.34,0.339,1.7,0.0,3790.77
2023-07-23 00:00:00+00:00,23.0,12.65,14.2,13.75,0.339,0.337,1.8,0.0,3804.5
2023-07-30 00:00:00+00:00,22.45,11.75,14.6,14.2,0.337,0.336,4.2,0.0,3997.7
2023-08-06 00:00:00+00:00,21.85,11.3,14.95,14.6,0.336,0.335,5.4,0.0,3805.19
2023-08-13 00:00:00+00:00,24.1,11.5,15.2,14.95,0.335,0.333,2.3,0.0,4344.71
2023-08-20 00:00:00+00:00,23.75,14.55,15.5,15.2,0.333,0.332,4.3,0.0,4107.78
2023-08-27 00:00:00+00:00,25.2,11.7,15.85,15.5,0.332,0.33,1.8,0.0,3983.73
2023-09-03 00:00:00+00:00,21.1,10.95,16.1,15.85,0.33,0.329,0.3,0.0,4382.78
2023-09-10 00:00:00+00:00,30.55,15.15,16.35,16.1,0.329,0.327,0.0,0.0,4809.23
2023-09-17 00:00:00+00:00,25.95,13.2,16.7,16.35,0.327,0.326,8.9,0.0,4406.72
2023-09-24 00:00:00+00:00,20.85,9.85,16.9,16.7,0.326,0.325,2.9,0.0,4308.2
2023-10-01 00:00:00+00:00,22.8,11.85,16.95,16.9,0.325,0.324,1.6,0.0,4147.31
2023-10-08 00:00:00+00:00,23.2,11.75,16.95,16.95,0.324,0.323,0.1,0.0,4422.24
2023-10-15 00:00:00+00:00,23.65,5.4,17.0,16.95,0.323,0.322,4.2,0.0,3732.77
2023-10-22 00:00:00+00:00,17.9,5.15,17.0,16.75,0.322,0.321,2.8,0.0,3528.89
2023-10-29 00:00:00+00:00,15.2,7.7,16.75,16.45,0.321,0.321,4.2,0.0,3717.49
2023-11-05 00:00:00+00:00,14.4,6.7,16.45,16.05,0.321,0.321,3.6,0.0,3836.54
2023-11-12 00:00:00+00:00,13.1,3.3,16.05,15.5,0.322,0.321,1.1,0.0,3971.03
2023-11-19 00:00:00+00:00,15.1,4.8,15.5,14.95,0.323,0.322,4.5,0.0,3825.71
2023-11-26 00:00:00+00:00,12.4,0.85,14.9,14.4,0.325,0.323,2.5,0.0,4394.38
2023-12-03 00:00:00+00:00,9.6,-1.55,14.4,13.7,0.328,0.325,1.8,0.0,5186.55
2023-12-10 00:00:00+00:00,13.5,0.5,13.7,12.85,0.332,0.328,2.6,0.0,4981.12
2023-12-17 00:00:00+00:00,11.35,2.65,12.85,12.25,0.336,0.332,3.2,0.0,4984.04
2023-12-24 00:00:00+00:00,13.2,5.55,12.25,11.85,0.339,0.336,3.5,0.0,4836.93
2023-12-31 00:00:00+00:00,12.95,4.45,11.85,11.6,0.343,0.339,3.6,0.0,4618.9
2024-01-07 00:00:00+00:00,12.85,2.65,11.6,11.35,0.35,0.343,6.0,0.0,4619.31
2024-01-14 00:00:00+00:00,6.9,1.25,11.35,10.85,0.355,0.35,0.4,0.0,4248.93
2024-01-21 00:00:00+00:00,11.45,-3.55,10.85,10.15,0.358,0.355,0.3,0.0,4262.92
2024-01-28 00:00:00+00:00,12.65,1.4,10.15,9.65,0.36,0.358,1.2,0.0,3513.21
2024-02-04 00:00:00+00:00,13.15,3.7,9.65,9.35,0.361,0.36,0.2,0.0,3461.64
2024-02-11 00:00:00+00:00,12.8,4.2,9.35,9.25,0.363,0.361,5.2,0.0,3415.73
2024-02-18 00:00:00+00:00,15.35,3.35,9.25,9.2,0.368,0.363,2.7,0.0,3164.45
2024-02-25 00:00:00+00:00,12.85,1.3,9.25,9.2,0.374,0.368,2.2,0.0,4067.54
2024-03-03 00:00:00+00:00,12.05,1.6,9.2,9.05,0.379,0.374,2.4,0.0,3773.17
2024-03-10 00:00:00+00:00,10.35,0.5,9.05,8.85,0.384,0.38,0.8,0.0,3326.34
2024-03-17 00:00:00+00:00,15.6,6.2,8.85,8.8,0.389,0.384,2.0,0.0,2917.72
2024-03-24 00:00:00+00:00,13.8,3.9,8.95,8.85,0.391,0.389,0.9,0.0,2969.73
2024-03-31 00:00:00+00:00,12.55,3.6,9.0,8.95,0.391,0.391,1.8,0.0,3050.31
2024-04-07 00:00:00+00:00,19.2,7.85,9.1,9.0,0.391,0.391,2.6,0.0,3175.01
2024-04-14 00:00:00+00:00,19.1,5.7,9.4,9.1,0.391,0.391,1.6,0.0,3400.34
2024-04-21 00:00:00+00:00,12.85,4.35,9.6,9.4,0.391,0.389,1.0,0.0,3369.61
2024-04-28 00:00:00+00:00,12.4,2.15,9.6,9.6,0.389,0.388,3.5,0.0,3266.53
2024-05-05 00:00:00+00:00,20.05,7.15,9.7,9.6,0.388,0.386,3.6,0.0,3311.53
2024-05-12 00:00:00+00:00,18.0,7.8,9.95,9.7,0.386,0.385,3.1,0.0,3467.84
2024-05-19 00:00:00+00:00,19.25,9.85,10.4,9.95,0.385,0.383,4.0,0.0,3526.08
2024-05-26 00:00:00+00:00,18.75,8.45,10.85,10.4,0.383,0.381,2.5,0.0,3502.06
2024-06-02 00:00:00+00:00,18.95,9.3,11.25,10.85,0.381,0.379,1.3,0.0,3833.89
2024-06-09 00:00:00+00:00,19.9,8.25,11.6,11.25,0.379,0.377,0.6,0.0,3932.75
2024-06-16 00:00:00+00:00,19.65,7.95,11.9,11.6,0.377,0.374,1.4,0.0,3599.06
2024-06-23 00:00:00+00:00,22.0,9.75,12.2,11.9,0.374,0.371,0.5,0.0,3871.19
2024-06-30 00:00:00+00:00,25.15,12.05,12.7,12.2,0.371,0.368,0.4,0.0,4255.0
2024-07-07 00:00:00+00:00,21.0,11.55,13.2,12.7,0.368,0.365,4.2,0.0,3955.94
2024-07-14 00:00:00+00:00,21.2,11.3,13.6,13.2,0.365,0.362,2.9,0.0,4201.3
2024-07-21 00:00:00+00:00,25.8,11.9,13.95,13.6,0.362,0.36,1.9,0.0,4802.01
2024-07-28 00:00:00+00:00,23.05,12.95,14.45,13.95,0.36,0.357,2.3,0.0,5024.33
2024-08-04 00:00:00+00:00,25.6,14.8,14.9,14.45,0.357,0.354,4.2,0.0,4798.49
2024-08-11 00:00:00+00:00,25.1,13.85,15.4,14.9,0.354,0.351,1.3,0.0,5458.43
2024-08-18 00:00:00+00:00,31.25,13.75,15.9,15.4,0.351,0.348,1.5,0.0,5882.12
2024-08-25 00:00:00+00:00,23.25,11.85,16.35,15.9,0.348,0.346,4.9,0.0,5370.64
2024-09-01 00:00:00+00:00,25.75,13.15,16.6,16.35,0.346,0.344,2.5,0.0,6064.63
2024-09-08 00:00:00+00:00,23.8,14.0,16.85,16.6,0.344,0.342,5.2,0.0,5821.06
2024-09-15 00:00:00+00:00,19.45,7.6,16.9,16.85,0.342,0.34,1.2,0.0,6020.57
2024-09-22 00:00:00+00:00,20.4,12.0,16.85,16.85,0.34,0.338,12.3,0.0,5200.19
2024-09-29 00:00:00+00:00,19.6,6.1,16.85,16.8,0.338,0.336,3.8,0.0,4773.47
2024-10-06 00:00:00+00:00,16.95,8.75,16.8,16.6,0.336,0.335,7.9,0.0,5021.49
2024-10-13 00:00:00+00:00,18.05,3.85,16.6,16.35,0.335,0.335,2.6,0.0,5423.89
2024-10-20 00:00:00+00:00,21.0,8.6,16.35,16.05,0.335,0.334,4.6,0.0,5252.88
2024-10-27 00:00:00+00:00,17.75,8.4,16.05,15.8,0.334,0.334,1.1,0.0,5515.23
2024-11-03 00:00:00+00:00,15.55,8.6,15.8,15.55,0.334,0.334,4.4,0.0,5161.88
2024-11-10 00:00:00+00:00,12.9,4.6,15.55,15.25,0.334,0.334,0.1,0.0,5672.64
2024-11-17 00:00:00+00:00,11.95,5.2,15.25,14.75,0.334,0.302,1.1,0.0,5311.06
2024-11-24 00:00:00+00:00,17.65,-0.15,14.75,14.15,0.302,0.302,2.9,0.0,5829.43
2024-12-01 00:00:00+00:00,13.2,0.7,14.15,13.6,0.302,0.302,4.0,0.0,5670.78
2024-12-08 00:00:00+00:00,14.1,1.7,13.6,13.1,0.302,0.302,1.8,0.0,5927.01
2024-12-15 00:00:00+00:00,11.3,3.2,13.1,12.6,0.302,0.302,1.1,0.0,6575.78
2024-12-22 00:00:00+00:00,13.85,3.15,12.6,12.15,0.302,0.302,1.4,0.0,6074.02
2024-12-29 00:00:00+00:00,11.95,3.7,12.15,11.75,0.302,0.302,0.1,0.0,6027.42
2025-01-05 00:00:00+00:00,12.3,-1.4,11.75,11.3,0.302,0.302,4.5,0.0,5978.45
2025-01-12 00:00:00+00:00,12.0,-3.25,11.3,10.75,0.304,0.302,0.6,0.0,6619.37
2025-01-19 00:00:00+00:00,9.6,1.25,10.75,10.05,0.305,0.304,0.0,0.0,5836.18
2025-01-26 00:00:00+00:00,11.2,-0.1,10.05,9.5,0.306,0.305,2.4,0.0,5631.29
2025-02-02 00:00:00+00:00,10.0,0.05,9.5,9.1,0.306,0.306,1.7,0.0,5512.46
2025-02-09 00:00:00+00:00,9.85,0.1,9.1,8.7,0.306,0.306,0.7,0.0,5496.01
2025-02-16 00:00:00+00:00,6.55,1.65,8.7,8.35,0.307,0.306,0.7,0.0,5248.29
2025-02-23 00:00:00+00:00,14.5,1.95,8.35,8.05,0.307,0.307,1.6,0.0,5357.29
2025-03-02 00:00:00+00:00,12.55,-0.25,8.05,7.9,0.308,0.307,3.5,0.0,5013.85
2025-03-09 00:00:00+00:00,15.25,-1.3,7.9,7.7,0.31,0.308,0.0,0.0,4566.26
2025-03-16 00:00:00+00:00,12.1,0.4,7.7,7.65,0.312,0.31,1.2,0.0,3956.95
2025-03-23 00:00:00+00:00,15.05,2.85,7.65,7.55,0.312,0.312,0.7,0.0,3495.83
2025-03-30 00:00:00+00:00,15.35,3.8,7.7,7.55,0.316,0.312,0.5,0.0,4178.17
2025-04-06 00:00:00+00:00,14.65,4.65,7.9,7.7,0.334,0.316,0.0,0.0,4030.09
2025-04-13 00:00:00+00:00,17.4,4.3,8.05,7.9,0.337,0.334,0.3,0.0,3911.68
2025-04-20 00:00:00+00:00,14.8,6.35,8.3,8.05,0.337,0.336,1.6,0.0,3986.02
2025-04-27 00:00:00+00:00,16.15,5.65,8.6,8.35,0.336,0.336,2.3,0.0,4447.99
2025-05-04 00:00:00+00:00,18.3,7.05,8.9,8.6,0.336,0.334,0.3,0.0,4540.59
2025-05-11 00:00:00+00:00,17.25,5.2,9.25,8.9,0.334,0.333,0.3,0.0,4558.87
2025-05-18 00:00:00+00:00,19.55,7.3,9.6,9.25,0.333,0.33,1.7,0.0,5101.18
2025-05-25 00:00:00+00:00,20.85,5.1,10.0,9.6,0.33,0.327,1.2,0.0,5213.85
2025-06-01 00:00:00+00:00,23.95,11.2,10.35,10.0,0.327,0.323,1.5,0.0,4789.67
2025-06-08 00:00:00+00:00,19.45,9.75,10.85,10.35,0.323,0.32,3.5,0.0,4282.53
2025-06-15 00:00:00+00:00,24.45,11.25,11.2,10.85,0.32,0.315,7.5,0.0,5123.56
2025-06-22 00:00:00+00:00,29.35,13.65,11.75,11.25,0.315,0.308,0.0,0.0,5357.15
2025-06-29 00:00:00+00:00,29.3,13.95,12.4,11.75,0.308,0.303,1.6,0.0,5805.43
2025-07-06 00:00:00+00:00,31.7,12.3,13.05,12.4,0.303,0.299,6.7,0.0,5653.66
2025-07-13 00:00:00+00:00,24.95,12.4,13.65,13.05,0.299,0.294,1.2,0.0,5524.46
2025-07-20 00:00:00+00:00,26.3,14.75,14.2,13.65,0.294,0.291,6.7,0.0,5095.72
2025-07-27 00:00:00+00:00,24.2,14.85,14.7,14.2,0.291,0.29,6.8,0.0,4851.39
2025-08-03 00:00:00+00:00,23.3,12.9,15.05,14.7,0.29,0.288,1.0,0.0,5065.95
2025-08-10 00:00:00+00:00,25.15,11.8,15.35,15.05,0.288,0.285,0.9,0.0,5357.53
2025-08-17 00:00:00+00:00,28.1,15.05,15.7,15.35,0.285,0.283,0.6,0.0,4721.28
2025-08-24 00:00:00+00:00,22.1,10.95,16.05,15.7,0.283,0.281,0.2,0.0,5192.91
2025-08-31 00:00:00+00:00,24.4,13.65,16.3,16.05,0.281,0.28,2.3,0.0,4463.68
2025-09-07 00:00:00+00:00,26.05,12.25,16.5,16.3,0.28,0.279,3.2,0.0,4366.2
2025-09-14 00:00:00+00:00,20.5,10.3,16.6,16.5,0.279,0.278,4.7,0.0,4223.28
2025-09-21 00:00:00+00:00,25.65,10.4,16.65,16.6,0.278,0.277,1.9,0.0,3995.27
2025-09-28 00:00:00+00:00,17.7,7.75,16.65,16.6,0.277,0.276,0.5,0.0,4421.19
2025-10-05 00:00:00+00:00,19.75,7.9,16.6,16.5,0.276,0.275,3.7,0.0,4640.47
2025-10-12 00:00:00+00:00,18.4,7.7,16.5,16.35,0.275,0.274,0.1,0.0,4482.67
2025-10-19 00:00:00+00:00,15.9,10.4,16.35,16.2,0.274,0.273,0.3,0.0,4302.98
2025-10-26 00:00:00+00:00,15.9,4.95,16.2,15.95,0.273,0.273,7.3,0.0,4045.4
2025-11-02 00:00:00+00:00,16.05,6.5,15.95,15.6,0.273,0.273,3.5,0.0,4090.76
2025-11-09 00:00:00+00:00,16.8,6.8,15.6,15.35,0.273,0.273,0.8,0.0,4128.74
2025-11-16 00:00:00+00:00,16.65,5.9,15.35,15.05,0.273,0.273,2.1,0.0,4225.44
2025-11-23 00:00:00+00:00,10.2,-0.65,15.05,14.6,0.273,0.273,1.7,0.0,4824.63
2025-11-30 00:00:00+00:00,13.15,0.85,14.6,14.0,0.274,0.273,1.1,0.0,4883.29
2025-12-07 00:00:00+00:00,13.75,1.45,14.0,13.4,0.275,0.274,2.0,0.0,4985.23
2025-12-14 00:00:00+00:00,14.15,4.0,13.4,13.0,0.276,0.275,1.1,0.0,5088.82
2025-12-21 00:00:00+00:00,12.45,2.75,13.0,12.6,0.277,0.276,3.3,0.0,4295.36
2025-12-28 00:00:00+00:00,10.15,4.35,12.6,12.15,0.279,0.277,0.1,0.0,5336.64
2026-01-04 00:00:00+00:00,6.5,-2.55,12.15,11.6,0.281,0.279,0.2,0.0,6225.23
2026-01-11 00:00:00+00:00,8.4,-3.9,11.6,10.85,0.283,0.281,3.9,0.0,6098.52
2026-01-18 00:00:00+00:00,10.45,-0.3,10.85,10.25,0.287,0.283,1.7,0.0,5967.35
2026-01-25 00:00:00+00:00,10.25,5.55,10.25,9.9,0.292,0.287,4.3,0.0,5554.46
2026-02-01 00:00:00+00:00,9.9,2.15,9.9,9.6,0.299,0.293,2.9,0.0,4962.48
2026-02-08 00:00:00+00:00,11.15,4.2,9.6,9.25,0.309,0.3,2.5,0.0,4840.18
2026-02-15 00:00:00+00:00,12.25,1.75,9.3,9.1,0.319,0.309,2.6,0.0,4119.6
2026-02-22 00:00:00+00:00,13.8,1.55,9.1,8.8,0.327,0.319,1.4,0.0,3748.1
